Node Name,Node Type,Policy,Parent Test Group,Test Name,Description,Element,Result Time,Result State,Actual Value
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.42 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.42 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.42 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.42 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.52 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.52 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.52 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","3.52 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
